artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,song_popularity,popularity,sentiment,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,audio_mode_0.0,audio_mode_1.0,time_signature_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0
BLACKSWAN,0.03,0.6,0.902,0.000308,0.175,-3.357,0.059,173.925,0.791,195467.0,62,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
SPR safety,0.109,0.656,0.891,0.0,0.0381,-3.431,0.362,160.269,0.792,168891.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Hoon(UKISS),0.0427,0.696,0.808,3.94e-05,0.157,-5.498,0.0739,100.003,0.394,239647.0,18,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Sik-K,0.0531,0.593,0.738,0.0,0.249,-4.439,0.0377,140.075,0.136,180360.0,50,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ATBO,0.0702,0.762,0.881,0.0,0.052,-2.368,0.0954,95.993,0.686,200413.0,47,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
JUNGWOO,0.937,0.478,0.132,0.000106,0.0991,-12.854,0.0314,75.481,0.16,147336.0,26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Son June Hyuk,0.872,0.377,0.432,0.0,0.256,-5.253,0.0337,135.462,0.545,228498.0,11,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lee Hong Ki (FTISLAND),0.477,0.469,0.468,0.0,0.133,-5.22,0.0305,129.692,0.109,256933.0,34,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
PICK on the top,0.299,0.773,0.792,0.0,0.195,-1.876,0.21,149.869,0.702,186733.0,52,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Myeong E-Wol,0.31,0.763,0.756,0.00434,0.194,-1.905,0.0568,109.993,0.8,232025.0,11,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
SOMA,0.00196,0.419,0.701,0.718,0.208,-5.519,0.128,172.009,0.0476,397385.0,21,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kim Areum,0.182,0.698,0.688,0.0,0.271,-5.878,0.0534,100.006,0.742,206100.0,37,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Chan,0.105,0.891,0.814,0.0,0.0512,-5.529,0.0826,121.999,0.975,159587.0,36,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
오현우,0.948,0.354,0.255,1.03e-05,0.0784,-8.509,0.0355,96.719,0.546,243474.0,20,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hwang Inhyeock,0.872,0.436,0.339,0.0,0.137,-6.571,0.0311,127.0,0.297,238133.0,18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
J.Fla,0.693,0.751,0.443,0.0,0.114,-7.246,0.0466,127.815,0.708,160362.0,34,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
kuzi,0.389,0.816,0.464,0.0,0.112,-9.414,0.0793,149.943,0.309,172822.0,19,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
My Aunt Mary,0.00232,0.484,0.765,0.0,0.112,-5.971,0.0382,122.022,0.212,324404.0,21,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
(G)I-DLE,0.0327,0.815,0.834,0.000268,0.27,-2.828,0.0475,129.989,0.692,161240.0,88,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
VERIVERY,0.0657,0.899,0.888,0.0,0.302,-3.917,0.158,116.989,0.72,191987.0,53,1,-0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Jukjae,0.279,0.637,0.571,0.00306,0.111,-6.778,0.0344,83.997,0.531,233874.0,32,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Airman,0.294,0.565,0.635,0.0,0.0715,-4.629,0.0238,90.07,0.404,177267.0,36,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
MIJOO,0.0743,0.734,0.894,0.0,0.0598,-2.936,0.135,125.034,0.749,188427.0,67,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
YOUNITE,0.16,0.755,0.879,0.0,0.234,-3.406,0.0612,105.029,0.551,180495.0,52,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kim Feel,0.0288,0.623,0.81,0.000741,0.108,-4.148,0.0479,147.988,0.819,185486.0,48,0,0.625,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
J_ust,0.0777,0.477,0.601,0.0,0.0752,-4.625,0.0477,84.84,0.558,192768.0,34,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
JeHwi,0.802,0.461,0.388,2.07e-06,0.112,-8.001,0.0265,159.892,0.21,254000.0,47,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AVOKID,0.283,0.665,0.749,0.0,0.0622,-3.957,0.0315,87.94,0.24,154091.0,23,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
99' Nasty Kidz,0.0179,0.835,0.795,1.02e-05,0.0649,-4.931,0.295,171.953,0.342,147907.0,21,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
JOSEOBIN,0.708,0.373,0.305,1.28e-06,0.106,-5.987,0.0311,67.96,0.29,222667.0,20,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
KYUHYUN,0.607,0.43,0.449,0.0,0.126,-6.493,0.0318,139.965,0.177,260853.0,46,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
CHEN,0.551,0.599,0.553,0.0,0.177,-4.667,0.0324,77.939,0.378,229347.0,56,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ha Hyun Sang,0.468,0.549,0.462,0.0,0.257,-6.963,0.0267,67.031,0.186,271973.0,39,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Lee Heemoon,0.17,0.778,0.533,0.0156,0.094,-6.12,0.0679,120.859,0.822,230720.0,17,0,-0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Queen WA$ABII,0.0161,0.835,0.766,0.0,0.113,-3.989,0.134,111.965,0.573,158333.0,38,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Rainbow note,0.045,0.679,0.915,0.0,0.33,-3.44,0.0606,101.985,0.663,212688.0,26,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
twlv,0.839,0.687,0.341,0.0,0.108,-6.912,0.0312,149.903,0.479,194195.0,36,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
iiso,0.0245,0.713,0.92,0.8,0.131,-7.301,0.0545,161.065,0.91,121685.0,42,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
XODIAC,0.314,0.667,0.703,0.0,0.138,-4.482,0.0544,119.902,0.311,210480.0,43,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9001,0.00334,0.586,0.783,0.0,0.328,-2.599,0.0894,164.965,0.86,154000.0,36,0,-0.15555555555555559,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kyuri,0.669,0.436,0.371,7.94e-06,0.1,-6.852,0.0282,86.99,0.172,220227.0,38,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NSW yoon,0.168,0.854,0.732,0.0,0.103,-5.053,0.159,154.005,0.527,113084.0,37,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
NON SMOKERS CLUB,0.0521,0.843,0.674,0.0,0.351,-5.647,0.0528,89.962,0.394,206520.0,20,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
J.BASS,0.0795,0.764,0.854,0.00722,0.453,-4.394,0.0472,100.0,0.934,150080.0,33,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Nahee,0.444,0.6,0.624,0.0,0.212,-6.753,0.0492,87.92,0.766,189037.0,28,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
KOYO,0.183,0.56,0.813,0.0,0.127,-3.712,0.0509,98.895,0.722,220153.0,19,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
GYE0M,0.953,0.527,0.261,0.0173,0.0901,-13.989,0.0341,115.6,0.247,223966.0,25,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
XIMON,0.361,0.497,0.549,0.0,0.215,-8.49,0.132,140.659,0.602,173239.0,17,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
The Wind,0.0143,0.665,0.919,0.0,0.213,-2.031,0.0658,109.966,0.701,201013.0,52,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Jung In,0.266,0.748,0.683,0.000153,0.0702,-4.751,0.109,120.013,0.648,210044.0,28,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Lee A Young,0.726,0.617,0.592,0.0,0.103,-5.142,0.0311,119.959,0.275,279227.0,29,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
SOULBYSEL,0.341,0.738,0.399,0.0,0.115,-7.548,0.049,99.019,0.317,185400.0,51,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ggondaehee,0.812,0.443,0.485,0.0,0.11,-5.681,0.0349,85.52,0.175,232040.0,17,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
MIDNATT,0.176,0.745,0.63,0.0,0.116,-7.807,0.119,107.987,0.667,205267.0,46,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Band Nah,0.0237,0.829,0.595,0.0,0.296,-6.594,0.0356,136.015,0.902,195000.0,32,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SECRET NUMBER,0.563,0.38,0.736,0.0,0.109,-4.479,0.0437,159.819,0.0799,250293.0,50,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MISO,0.156,0.758,0.715,1.2e-06,0.19,-3.724,0.0325,137.014,0.923,176774.0,27,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Clazziquai,0.317,0.594,0.592,0.0,0.319,-7.342,0.088,171.973,0.608,171627.0,32,0,0.85,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
YOONWON,0.698,0.429,0.511,0.0,0.111,-6.116,0.2,189.639,0.492,240000.0,33,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10cm,0.0686,0.546,0.643,0.0,0.184,-2.882,0.0328,105.449,0.439,266147.0,54,1,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
HYNN,0.45,0.538,0.676,0.0,0.0851,-3.985,0.0386,90.057,0.264,223213.0,39,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
HYNGSN,0.402,0.644,0.573,3.8e-06,0.103,-4.33,0.0956,178.08,0.806,196175.0,20,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Kim Gyeol,0.529,0.685,0.417,0.0,0.0613,-6.683,0.0692,149.457,0.457,181638.0,20,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
DJ Sparrow,0.409,0.833,0.446,0.0,0.132,-6.679,0.0647,114.988,0.489,160696.0,22,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kei,0.454,0.573,0.594,0.0186,0.182,-6.982,0.0258,96.044,0.295,189576.0,46,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
JANG SONG HO,0.133,0.684,0.941,0.0,0.369,-1.709,0.0752,149.894,0.932,213360.0,14,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Han Kyung Il,0.403,0.586,0.585,5.55e-06,0.148,-5.645,0.0313,132.026,0.163,247852.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Leeyeongwon,0.705,0.435,0.338,0.0252,0.151,-8.292,0.0296,70.004,0.142,187800.0,15,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Pureum,0.804,0.369,0.367,0.0,0.164,-6.039,0.0304,139.03,0.29,277380.0,14,0,-0.2916666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Old School Teacher,0.0131,0.837,0.857,2.81e-05,0.197,-5.349,0.256,93.935,0.856,209481.0,13,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SoulMilK,0.256,0.705,0.788,0.0,0.186,-5.282,0.164,152.908,0.569,154274.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
HUH CHAN MI,0.635,0.418,0.463,0.00011,0.175,-5.438,0.0264,75.935,0.203,215289.0,13,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Suryeon,0.737,0.542,0.461,0.0,0.354,-4.94,0.0356,91.652,0.212,181125.0,14,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Lucia,0.667,0.572,0.522,1.82e-06,0.104,-6.745,0.035,115.91,0.147,226387.0,39,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
JUNIEL,0.108,0.653,0.671,1.73e-06,0.144,-3.644,0.0303,91.041,0.711,183297.0,34,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
nokdu,0.0576,0.398,0.583,0.0,0.0868,-6.185,0.0294,143.511,0.343,261347.0,18,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Jang Hye Jin,0.84,0.53,0.323,0.0,0.183,-7.476,0.0349,125.975,0.169,249373.0,34,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Dept,0.2,0.631,0.557,0.0,0.0572,-5.164,0.0292,90.998,0.723,173373.0,45,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
verycoybunny,0.802,0.675,0.138,1.87e-05,0.104,-11.25,0.0334,114.925,0.274,227267.0,21,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
LIZRO,0.669,0.822,0.299,0.00181,0.11,-9.459,0.0314,91.978,0.354,161000.0,25,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
YEL,0.52,0.458,0.583,0.0,0.0957,-6.453,0.056,175.591,0.37,198610.0,19,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
WOO,0.848,0.767,0.572,0.0,0.089,-7.084,0.0696,115.961,0.66,187173.0,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
PARK MIN HYE,0.773,0.367,0.502,0.0,0.179,-4.952,0.0315,132.409,0.235,256320.0,50,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Jeon Gunho,0.458,0.563,0.694,0.0,0.113,-2.234,0.0319,143.808,0.53,215761.0,20,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DOKO,0.219,0.547,0.504,0.0,0.0809,-5.292,0.0288,139.94,0.207,298000.0,16,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
TRI.BE,0.0393,0.767,0.865,0.0034,0.273,-2.415,0.0492,135.987,0.837,161000.0,47,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
CODA BRIDGE,0.489,0.45,0.656,0.0,0.111,-3.526,0.0411,143.518,0.469,219657.0,30,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Dohyuck Lim,0.589,0.505,0.504,0.0,0.376,-4.813,0.0336,125.89,0.338,284000.0,16,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kadi Korgi,0.423,0.791,0.536,0.0,0.104,-9.294,0.192,155.94,0.865,203077.0,14,0,-0.0625,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
MELODY,0.687,0.728,0.439,0.0,0.104,-6.154,0.0395,97.98,0.4,213798.0,12,0,0.35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
K. Flower,0.881,0.721,0.327,0.0,0.101,-4.225,0.0282,96.012,0.515,178959.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Huckleberry P,0.0433,0.691,0.914,0.0,0.0778,-4.041,0.362,99.801,0.372,176093.0,20,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Park Junha,0.149,0.423,0.604,0.000357,0.26,-6.687,0.0273,169.811,0.0412,148507.0,13,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
PYMEL,0.939,0.447,0.357,0.0,0.116,-9.984,0.0512,132.886,0.373,149538.0,13,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Park Cho Won,0.893,0.514,0.489,6.46e-05,0.108,-7.639,0.0343,139.227,0.233,224000.0,11,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
imzoo,0.84,0.557,0.38,1.78e-06,0.44,-7.747,0.0513,114.966,0.437,188749.0,23,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Daisy,0.793,0.479,0.535,0.0,0.314,-4.407,0.0266,135.948,0.326,203648.0,30,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
DAWON,0.136,0.569,0.427,0.0,0.143,-7.105,0.027,125.926,0.278,224065.0,28,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Kim eun young,0.0874,0.656,0.578,3.18e-06,0.14,-7.537,0.0327,179.916,0.731,237372.0,15,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
STi,0.635,0.723,0.666,0.0,0.155,-3.948,0.0384,133.952,0.271,280427.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
PERC%NT,0.441,0.622,0.419,5.06e-05,0.206,-9.512,0.0269,129.908,0.394,195692.0,19,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
CITI,0.246,0.62,0.456,0.0,0.224,-6.14,0.0345,169.923,0.575,221613.0,23,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
늘보(Neulbo),0.266,0.67,0.608,0.0,0.223,-5.458,0.189,84.937,0.384,188894.0,20,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Shin Hyun Woo,0.317,0.454,0.566,0.0,0.114,-4.731,0.0498,137.613,0.288,221573.0,15,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Standing Egg,0.857,0.709,0.37,0.0,0.108,-10.848,0.0421,123.959,0.712,203840.0,39,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
DOYOUNG,0.766,0.306,0.389,0.0,0.233,-8.249,0.0317,148.918,0.17,205700.0,53,1,0.85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
PLEA,0.0811,0.705,0.53,0.0,0.131,-6.513,0.0486,93.118,0.243,169677.0,14,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Zia,0.694,0.46,0.701,0.0,0.105,-4.276,0.0412,135.654,0.368,225827.0,41,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SONG YUVIN,0.116,0.643,0.835,0.0,0.139,-3.494,0.0309,114.971,0.264,254480.0,37,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
hamzzi,0.89,0.718,0.399,0.000502,0.306,-8.694,0.241,139.991,0.367,196387.0,14,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Honey Apple,0.395,0.788,0.407,3.29e-05,0.0561,-8.249,0.0561,171.93,0.385,191860.0,12,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
AIMERS,0.0571,0.739,0.946,0.0,0.0754,-2.626,0.164,97.986,0.805,192693.0,41,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
SUHO,0.138,0.609,0.877,0.0,0.243,-4.018,0.2,98.278,0.652,229968.0,15,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Offing,0.0031,0.462,0.829,0.0528,0.143,-5.337,0.0284,180.014,0.801,218950.0,16,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MOST,0.708,0.548,0.358,0.0,0.11,-5.72,0.0278,71.03,0.324,220352.0,11,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kim Bom,0.887,0.735,0.433,4.87e-06,0.136,-8.342,0.0381,116.083,0.38,159310.0,15,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jo Hyun Ah,0.704,0.626,0.721,0.0,0.144,-4.352,0.0971,87.964,0.568,237185.0,17,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Yiruma,0.994,0.434,0.116,0.939,0.133,-23.446,0.0753,70.063,0.119,145973.0,43,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
popeye,0.574,0.759,0.545,0.00678,0.133,-7.9,0.0816,167.968,0.635,149621.0,16,0,-0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Ra.D,0.39,0.665,0.653,1.13e-05,0.246,-7.125,0.107,89.965,0.634,206667.0,28,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
J.UNA,0.662,0.345,0.246,1.36e-06,0.16,-10.709,0.0342,89.249,0.352,168467.0,18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Kim Dong Ryul,0.0835,0.584,0.801,0.0,0.0748,-5.489,0.0353,145.071,0.713,241664.0,42,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Ahn Sung Hoon,0.814,0.285,0.428,0.0,0.143,-5.907,0.0317,147.63,0.455,275880.0,18,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DALsooobin,0.0366,0.705,0.812,0.0,0.0467,-3.851,0.0414,124.029,0.742,182419.0,35,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Nody Cika,0.765,0.84,0.54,4.69e-06,0.102,-6.668,0.54,78.954,0.791,184520.0,19,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
DAM1NOISE,0.0256,0.903,0.508,0.0,0.279,-8.183,0.265,127.954,0.506,303750.0,15,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
VIVIZ,0.563,0.69,0.715,1.03e-06,0.0886,-4.322,0.0556,107.009,0.472,207119.0,40,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Doorlesshouse,0.017,0.451,0.638,0.000791,0.121,-4.447,0.0387,175.872,0.4,317216.0,16,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
홍미진,0.00156,0.748,0.793,0.0,0.0752,-3.617,0.0537,100.037,0.569,187200.0,12,0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Young Froze,0.134,0.943,0.812,0.0,0.212,-3.417,0.212,120.007,0.692,246000.0,12,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MINMIN,0.344,0.678,0.62,0.0,0.11,-7.258,0.337,88.027,0.405,200625.0,15,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
