artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,song_popularity,popularity,sentiment,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,audio_mode_0.0,audio_mode_1.0,time_signature_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0
Joonand,0.759,0.537,0.545,0.0,0.354,-4.752,0.026,93.859,0.25,235543.0,12,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4ll8lue,0.482,0.666,0.334,0.000356,0.362,-10.678,0.0374,99.844,0.188,205000.0,11,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2BiC,0.683,0.425,0.502,0.0,0.152,-6.027,0.0296,135.448,0.398,232147.0,29,0,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Verbal Jint,0.465,0.655,0.604,0.0,0.0831,-6.26,0.289,175.89,0.512,207094.0,38,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
쿼카N수달,0.126,0.665,0.949,0.0,0.221,-3.182,0.0613,117.909,0.629,191831.0,20,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Lokid,0.621,0.682,0.678,0.0,0.109,-5.721,0.0332,89.048,0.642,207333.0,25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ahn Sung Hoon,0.108,0.602,0.753,0.0,0.229,-4.158,0.0313,136.014,0.817,171160.0,12,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Budung,0.937,0.715,0.171,0.0,0.123,-14.289,0.0371,129.63,0.499,210000.0,21,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
OSUN,0.142,0.564,0.687,0.0,0.141,-4.504,0.0948,75.96,0.131,219998.0,23,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Milena,0.866,0.702,0.337,6.19e-05,0.11,-8.386,0.038,76.445,0.336,220973.0,36,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
merrymerryseoul,0.287,0.65,0.769,0.0,0.228,-4.815,0.0365,93.019,0.792,189573.0,17,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Andnew,0.0468,0.7,0.811,0.0,0.0731,-2.43,0.0373,96.984,0.46,186793.0,23,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
E Z Hyoung,0.0919,0.756,0.551,0.000491,0.0884,-4.752,0.0433,124.972,0.961,205907.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Jo Moon Geun,0.827,0.532,0.417,0.0,0.108,-5.942,0.0276,136.057,0.393,240789.0,28,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
we hate jh,0.000296,0.417,0.852,0.0,0.0816,-5.495,0.0588,87.366,0.408,257307.0,13,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
정규민,0.647,0.5,0.384,0.0,0.124,-8.539,0.249,200.158,0.508,116000.0,13,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Sunlight Village,0.597,0.433,0.715,3.07e-05,0.213,-4.455,0.0495,81.958,0.359,198760.0,12,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Woo Yi Kyung,0.873,0.389,0.399,0.0,0.144,-5.872,0.0371,166.854,0.275,189482.0,11,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Tobio,0.686,0.702,0.51,0.0,0.112,-10.109,0.162,94.951,0.666,184421.0,17,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Bridge,0.506,0.465,0.527,0.0,0.219,-4.591,0.035,134.899,0.227,206459.0,11,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
citygodok,0.0004,0.545,0.797,0.183,0.13,-5.532,0.0476,129.867,0.485,160250.0,10,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DOKO,0.557,0.331,0.504,0.0,0.123,-9.231,0.0416,140.649,0.353,220417.0,14,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Mingginyu,0.864,0.637,0.636,0.0,0.305,-5.114,0.361,79.906,0.685,180750.0,35,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
BTS,0.000482,0.665,0.848,0.0,0.2,-3.619,0.0708,119.986,0.687,178156.0,88,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Younha,0.799,0.571,0.389,0.0,0.152,-6.318,0.0265,90.049,0.259,331600.0,45,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
MeloMance,0.659,0.358,0.549,1.34e-06,0.112,-5.455,0.0361,72.285,0.278,229000.0,50,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LEEWOO,0.496,0.365,0.428,0.0,0.0898,-6.332,0.0331,132.452,0.318,239493.0,29,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
SUNGMIN,0.288,0.581,0.873,0.0,0.331,-1.053,0.085,126.313,0.735,191987.0,38,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
KCM,0.705,0.378,0.52,0.0,0.12,-5.149,0.0305,135.068,0.235,279027.0,25,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Otis Lim,0.128,0.909,0.461,0.0041,0.526,-6.452,0.176,115.077,0.37,168672.0,19,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Lee Mujin,0.603,0.635,0.773,0.0,0.364,-3.995,0.0468,106.066,0.831,228173.0,62,1,-0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MIRANI,0.0908,0.956,0.448,6.06e-05,0.0955,-8.006,0.24,120.006,0.467,164267.0,54,1,-0.28333333333333327,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
XODIAC,0.239,0.671,0.731,0.0,0.335,-4.312,0.0586,87.008,0.559,191227.0,43,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
aespa,0.0138,0.757,0.898,0.0,0.0703,-1.247,0.0667,114.949,0.842,197040.0,84,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ADYA,0.0314,0.863,0.781,9.3e-06,0.0404,-3.398,0.138,100.039,0.765,200400.0,48,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
CRAXY,0.0986,0.7,0.876,0.0,0.109,-2.845,0.261,150.063,0.565,155964.0,38,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
JUPITER,0.227,0.785,0.598,0.0,0.0886,-8.234,0.124,134.923,0.375,245824.0,20,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ONEUS,0.0135,0.653,0.732,0.0,0.0636,-3.919,0.194,126.956,0.768,189840.0,61,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
iKON,0.108,0.783,0.849,0.0,0.101,-2.066,0.176,122.99,0.799,199853.0,61,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Colde,0.355,0.543,0.475,0.0,0.366,-6.502,0.0541,145.115,0.187,214920.0,83,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ASH ISLAND,0.0395,0.607,0.731,0.0,0.166,-5.898,0.0383,141.999,0.759,173187.0,56,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gummy,0.739,0.544,0.46,3.17e-06,0.109,-5.816,0.0425,80.027,0.209,207375.0,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Onestar,0.511,0.4,0.389,0.0,0.115,-7.688,0.029,83.798,0.0759,287467.0,33,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
CLASS:y,0.146,0.632,0.788,0.0,0.166,-5.198,0.0352,92.012,0.534,209787.0,42,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Dbo,0.0504,0.787,0.789,0.0,0.144,-4.464,0.0515,147.0,0.606,172336.0,23,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
soon,0.985,0.609,0.128,0.000145,0.205,-12.908,0.0304,97.939,0.167,236001.0,22,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
J-JUN,0.435,0.47,0.643,0.0,0.21,-4.112,0.0343,132.214,0.328,237173.0,32,0,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
YEYEBEEN,0.204,0.872,0.544,0.0,0.1,-5.472,0.0449,126.906,0.726,151181.0,18,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Alive Funk,0.571,0.412,0.749,0.0,0.202,-5.563,0.334,128.94,0.432,163299.0,20,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PENTO,0.0916,0.503,0.936,0.0,0.316,-2.414,0.258,87.066,0.556,193103.0,17,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CHURUM,0.674,0.723,0.537,0.0,0.339,-4.187,0.0974,154.779,0.814,144000.0,21,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
tripleS,0.184,0.691,0.952,0.0,0.106,-1.756,0.0837,99.995,0.823,171840.0,59,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
MAX CHANGMIN,0.021,0.509,0.829,0.0,0.203,-3.629,0.0642,113.942,0.37,296427.0,40,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
BTOB,0.0923,0.613,0.906,0.0,0.0715,-2.803,0.188,179.952,0.638,221467.0,60,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
LE SSERAFIM,0.111,0.795,0.875,8.94e-05,0.107,-4.079,0.0525,104.008,0.375,182149.0,89,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
touch,0.134,0.535,0.822,0.00192,0.116,-5.276,0.182,139.838,0.503,208579.0,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
siso,0.614,0.676,0.655,0.0,0.171,-5.558,0.0473,90.967,0.739,172227.0,39,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
TAEWOO,0.584,0.36,0.552,0.0,0.174,-4.918,0.0388,82.324,0.166,175827.0,34,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
KOONTA,0.164,0.47,0.967,0.0,0.0613,-0.76,0.408,186.304,0.617,205547.0,28,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Kim Na Young,0.62,0.412,0.52,0.0,0.106,-5.386,0.0344,150.004,0.203,272027.0,43,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
YOON GUN,0.762,0.662,0.466,0.0,0.171,-5.741,0.0469,173.944,0.576,188013.0,31,0,-0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Byeol Eun,0.711,0.408,0.505,0.0,0.106,-4.432,0.0586,164.995,0.595,216867.0,20,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Risso,0.478,0.738,0.656,0.00011,0.359,-5.794,0.03,99.995,0.864,218613.0,24,0,-0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
dana kim,0.454,0.721,0.439,1.36e-06,0.181,-5.709,0.0303,88.049,0.31,185677.0,24,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Moonbit,0.803,0.669,0.341,0.0,0.135,-6.136,0.0286,91.955,0.41,247560.0,19,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Jeon Sang Keun,0.626,0.567,0.593,0.0,0.0824,-3.597,0.0374,127.819,0.36,226080.0,36,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
BANG YONGGUK,0.15,0.691,0.784,0.0,0.133,-4.752,0.0663,102.011,0.25,200920.0,46,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Ha Hyun Woo,0.0239,0.517,0.803,0.0,0.0457,-3.071,0.0512,171.85,0.583,198960.0,32,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Chillin Homie,0.028,0.904,0.569,8.41e-05,0.0697,-4.06,0.056,109.981,0.8,195053.0,34,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
KimYeji,0.014,0.279,0.678,0.000103,0.12,-5.038,0.0381,177.405,0.26,207941.0,34,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
KLANG,0.279,0.732,0.556,0.0,0.0662,-5.062,0.0696,147.922,0.687,171867.0,46,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
EPTEND,0.0867,0.657,0.611,0.0,0.0948,-6.372,0.0422,90.0,0.44,173333.0,45,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Puer Kim,0.838,0.708,0.368,0.0199,0.113,-9.794,0.0308,105.0,0.373,151009.0,21,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Nyork,0.558,0.724,0.539,3.1e-05,0.0845,-5.495,0.0293,101.978,0.837,196016.0,18,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OHSHYTTTT,0.0534,0.795,0.52,2.53e-05,0.0709,-9.965,0.0705,139.006,0.884,195068.0,16,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Lena Park,0.875,0.313,0.224,1.33e-06,0.11,-7.239,0.0306,137.921,0.275,215653.0,36,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
JEON WOO SUNG,0.809,0.453,0.462,0.0,0.108,-5.026,0.0295,131.294,0.331,258880.0,31,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
THAMA,0.0969,0.697,0.803,0.0,0.101,-5.06,0.0419,154.017,0.7,175818.0,37,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cha ga eul,0.653,0.402,0.493,0.0,0.114,-4.563,0.0364,134.444,0.36,220987.0,32,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
DORI,0.842,0.486,0.259,0.0,0.0921,-6.719,0.0441,145.04,0.135,264826.0,18,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
KyoungSeo,0.747,0.619,0.52,0.0,0.092,-3.195,0.0541,169.874,0.885,196920.0,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
HAAN,0.207,0.398,0.725,0.0,0.115,-5.673,0.0658,84.501,0.572,205050.0,34,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Yoon Sang,0.0314,0.305,0.532,0.932,0.163,-10.748,0.0356,174.046,0.102,162069.0,17,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Norwegian Wood,0.905,0.791,0.233,2.03e-05,0.109,-10.347,0.0756,80.022,0.782,228562.0,18,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Hye Ri Jang,0.00344,0.575,0.982,0.000874,0.327,-4.725,0.0487,139.957,0.837,192000.0,18,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
nochexintoma,0.469,0.773,0.504,0.0,0.213,-8.326,0.0335,120.007,0.594,178000.0,19,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
강혜연,0.364,0.73,0.68,0.0,0.075,-3.46,0.0402,105.165,0.863,174743.0,16,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
if.iwere,0.523,0.619,0.55,0.0,0.294,-6.153,0.197,157.913,0.448,153617.0,24,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
YOUNG SKI,0.171,0.742,0.655,1.31e-06,0.0959,-6.936,0.406,83.244,0.705,165679.0,21,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Shin Seung Eun,0.789,0.792,0.336,0.0033,0.122,-12.582,0.0425,126.071,0.325,265493.0,20,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PEKKI,0.534,0.69,0.438,0.0,0.332,-8.307,0.0396,103.122,0.559,170680.0,32,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Jeon Yoodong,0.473,0.509,0.524,0.00192,0.115,-5.941,0.0307,113.956,0.113,335400.0,15,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
homezone,0.402,0.547,0.497,0.0,0.107,-6.414,0.0758,78.262,0.423,178000.0,36,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20 Years of Age,0.341,0.856,0.511,0.0,0.0747,-5.596,0.0457,118.097,0.646,178213.0,33,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Kim Yi Wol,0.357,0.573,0.615,2.16e-06,0.243,-8.178,0.0455,86.015,0.514,191333.0,20,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
김범룡,0.528,0.693,0.704,0.0,0.13,-3.157,0.0419,94.01,0.396,215386.0,16,0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Griffy,0.557,0.659,0.409,1.94e-05,0.123,-6.188,0.0347,72.001,0.705,148520.0,24,0,-0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
HAEBIN,0.54,0.558,0.475,0.0,0.146,-3.523,0.0318,133.483,0.184,229160.0,19,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
LEEWOO,0.734,0.446,0.456,0.0,0.111,-7.173,0.0399,135.844,0.382,205880.0,34,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
trevo,0.503,0.71,0.701,0.0,0.458,-4.701,0.0348,107.96,0.296,199307.0,18,0,0.043181818181818175,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kim Areum,0.58,0.607,0.636,0.000504,0.279,-6.541,0.0519,169.976,0.365,280778.0,29,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
jisokuryClub,0.132,0.597,0.552,0.153,0.139,-8.508,0.0288,114.102,0.292,231387.0,26,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jung Seung Hwan,0.6,0.476,0.542,0.0,0.106,-8.054,0.0347,109.878,0.156,221733.0,56,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
kenessi,0.563,0.566,0.777,0.0,0.117,-3.536,0.099,149.981,0.77,180987.0,42,0,-0.7999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
AILEE,0.113,0.523,0.726,0.0,0.148,-4.615,0.0556,135.982,0.3,211762.0,41,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Son Chamchi,0.0166,0.491,0.802,5.62e-06,0.216,-3.539,0.0517,196.039,0.365,183000.0,21,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
YUN HU,0.736,0.486,0.311,0.0,0.324,-10.513,0.0865,114.948,0.322,191667.0,20,0,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Hong Dae Kwang,0.449,0.744,0.412,0.0,0.258,-5.784,0.031,128.001,0.393,228040.0,20,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Joonseo Kim,0.956,0.714,0.14,0.124,0.105,-16.621,0.0446,113.323,0.363,154588.0,20,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
KIM HANKYUL,0.495,0.411,0.451,0.0,0.143,-5.92,0.0385,67.746,0.235,289160.0,17,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Owen,0.564,0.776,0.547,0.0,0.103,-7.722,0.247,90.046,0.594,237995.0,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Choi Seong,0.0687,0.553,0.802,0.89,0.111,-8.574,0.027,109.99,0.474,278182.0,20,0,0.5333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
irda,0.855,0.72,0.246,0.0,0.143,-10.455,0.0532,99.902,0.327,204750.0,15,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
bbangsong,0.863,0.737,0.682,0.483,0.226,-7.36,0.0318,129.956,0.454,156151.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
DIVE,0.135,0.731,0.816,0.0,0.149,-2.73,0.0653,179.897,0.704,200754.0,20,0,-0.05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Mozzy,0.596,0.648,0.388,3.91e-05,0.178,-7.781,0.0314,142.002,0.2,178000.0,19,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
RYU SEOKWON,0.523,0.609,0.536,7.75e-05,0.0973,-7.309,0.03,155.919,0.433,340769.0,17,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Legend Choi,0.917,0.518,0.238,4.73e-06,0.125,-8.228,0.0351,132.508,0.211,230840.0,13,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kiik,0.79,0.688,0.515,0.171,0.389,-11.112,0.0506,84.027,0.339,103571.0,24,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Gureum,0.74,0.497,0.456,0.0,0.106,-3.702,0.0302,135.302,0.29,208224.0,28,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
HANEUM,0.849,0.435,0.361,0.0,0.151,-7.599,0.0375,106.389,0.584,205893.0,33,0,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yeon Kyoo Seong,0.706,0.384,0.592,0.0,0.342,-3.575,0.0292,134.837,0.388,208593.0,32,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
RalRal,0.0333,0.816,0.736,0.805,0.101,-5.487,0.0503,128.006,0.48,127500.0,39,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
JOPH,0.148,0.646,0.521,0.0,0.128,-6.375,0.046,77.05,0.24,178283.0,40,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Colors of Summer,0.904,0.761,0.11,0.0,0.0869,-12.543,0.0463,129.998,0.429,175318.0,14,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Posadic,0.111,0.754,0.688,0.000931,0.172,-5.691,0.0697,100.017,0.881,185400.0,20,0,-0.15555555555555559,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
BAEKHYUN,0.86,0.347,0.381,0.0,0.104,-6.269,0.0276,133.896,0.199,230106.0,58,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
SOYOU,0.326,0.499,0.582,0.0,0.197,-6.828,0.0456,136.144,0.281,275250.0,35,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Jimmy Brown,0.629,0.644,0.426,1.01e-06,0.12,-11.691,0.0633,141.883,0.477,198169.0,38,0,-0.6999999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Choco And Vanilla,0.925,0.42,0.432,0.000542,0.276,-7.329,0.07,207.03,0.319,176997.0,29,0,0.4375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OWLER,0.238,0.637,0.697,0.0,0.119,-4.763,0.0544,89.929,0.642,120000.0,16,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
