artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,song_popularity,popularity,sentiment,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,audio_mode_0.0,audio_mode_1.0,time_signature_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0
1%,0.566,0.688,0.47,0.0,0.0559,-5.209,0.0316,134.777,0.388,183738.0,14,0,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
onieun,0.52,0.619,0.789,0.0,0.0976,-5.494,0.181,87.983,0.673,186340.0,13,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
nijuu,0.656,0.672,0.538,0.0,0.0852,-6.052,0.031,109.98,0.363,176750.0,17,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
찰리빈웍스,0.657,0.571,0.604,4.13e-06,0.108,-3.751,0.0259,74.995,0.276,248200.0,16,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
eAeon,0.137,0.606,0.553,1.4e-06,0.0665,-6.193,0.0276,97.482,0.242,225787.0,14,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Snake Chicken Soup,0.00347,0.368,0.966,0.618,0.0897,-4.073,0.165,75.976,0.282,193422.0,19,0,-0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Moon Heewon,0.506,0.752,0.692,0.0,0.19,-2.687,0.0513,105.063,0.515,207747.0,17,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Soopia,0.0888,0.596,0.721,0.0,0.114,-5.089,0.0506,133.892,0.446,200333.0,22,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PARK HYEON JIN,0.176,0.694,0.491,0.0,0.114,-7.671,0.0409,119.94,0.361,244120.0,43,0,-0.07500000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
iKON,0.0109,0.717,0.775,0.0,0.0561,-3.753,0.154,99.97,0.619,167533.0,60,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
B.I,0.0332,0.769,0.772,0.0,0.224,-5.04,0.253,145.086,0.677,197179.0,54,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ha Hyun Sang,0.138,0.323,0.561,4.42e-05,0.337,-5.088,0.031,159.835,0.491,234133.0,43,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Huh Gak,0.824,0.478,0.352,0.0,0.111,-7.559,0.031,78.628,0.312,223493.0,47,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Moon Kyoo,0.00518,0.376,0.699,0.85,0.202,-8.129,0.0423,119.008,0.0815,277416.0,18,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CRYBABY,0.598,0.696,0.525,0.0,0.0968,-6.934,0.0396,139.933,0.36,179454.0,17,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Anonymous Artists (어나니머스 아티스트),0.504,0.515,0.559,0.000909,0.216,-8.511,0.119,159.986,0.391,261750.0,22,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
hyungtae,0.622,0.655,0.373,0.0,0.0665,-9.108,0.0292,133.868,0.299,235522.0,14,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
cacophony,0.908,0.376,0.304,0.875,0.121,-14.905,0.0416,93.132,0.0392,257000.0,22,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
YEN,0.66,0.755,0.639,0.0,0.159,-4.04,0.0372,92.008,0.557,188208.0,16,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Koh Sangji,0.803,0.674,0.549,0.205,0.0927,-5.951,0.0417,127.578,0.737,163227.0,16,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
권지은 (Kwon Jieun),0.0229,0.485,0.447,0.672,0.12,-8.277,0.0279,135.901,0.148,208413.0,14,0,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Standing Egg,0.366,0.501,0.421,0.0,0.0961,-6.514,0.0316,129.599,0.356,237320.0,41,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Jukjae,0.733,0.575,0.392,0.0258,0.139,-11.05,0.0266,109.295,0.4,224551.0,40,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Xdinary Heroes,0.0119,0.645,0.91,0.0,0.0589,-2.298,0.176,101.788,0.637,183670.0,66,1,-0.6999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Kang Seung Yoon,0.335,0.635,0.76,0.0,0.193,-4.665,0.0924,101.81,0.564,170648.0,47,0,-0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
YLN Foreign,0.0449,0.799,0.939,0.0,0.135,-3.408,0.299,152.008,0.361,214000.0,32,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SRG,0.0819,0.878,0.522,1.09e-06,0.0784,-3.27,0.219,86.018,0.833,174412.0,17,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Yoon Jong Shin,0.291,0.725,0.61,0.0,0.101,-4.224,0.0239,104.994,0.631,221960.0,21,0,-0.16666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
CIKI,0.0406,0.62,0.711,3e-05,0.321,-5.189,0.0849,180.078,0.655,205549.0,39,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Kim Mi Jeong,0.244,0.801,0.863,0.0,0.298,-3.357,0.114,104.036,0.94,152308.0,24,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
NARIN,0.0687,0.67,0.591,0.0,0.103,-5.234,0.338,179.857,0.438,176819.0,14,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Carina Nebula,0.456,0.632,0.419,0.0383,0.142,-10.029,0.0382,123.228,0.598,220493.0,15,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
YongYong,0.00556,0.692,0.805,0.0,0.0742,-4.777,0.065,117.983,0.906,217707.0,33,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jueun,0.255,0.619,0.687,0.0,0.0797,-7.132,0.0563,79.943,0.591,183217.0,44,0,0.43333333333333335,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Royal 44,0.275,0.769,0.668,0.0,0.0917,-6.836,0.0734,104.933,0.803,238286.0,36,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Baek A,0.929,0.476,0.192,8.47e-05,0.0833,-12.256,0.0311,129.725,0.255,275200.0,25,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
YONKO,0.0937,0.383,0.641,0.000418,0.124,-6.941,0.0406,80.648,0.308,205192.0,17,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
WOODZ,0.0352,0.468,0.659,0.000109,0.554,-4.774,0.0321,147.881,0.189,198440.0,59,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
EPEX,0.0725,0.754,0.878,0.0,0.0849,-1.917,0.0689,120.009,0.902,193600.0,56,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
THE BOYZ,0.0361,0.645,0.794,0.0,0.0672,-4.064,0.183,100.024,0.548,189926.0,43,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
TAEYANG,0.454,0.395,0.33,0.0,0.11,-7.783,0.0358,89.851,0.215,255253.0,56,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Cho Yong Pil,0.0192,0.615,0.879,0.000118,0.197,-4.011,0.0268,129.986,0.771,225836.0,32,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MINNIE,0.476,0.546,0.94,0.0,0.299,-3.697,0.377,179.986,0.236,177056.0,54,1,-0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Shin Ji Hoon,0.894,0.545,0.396,0.0,0.171,-7.42,0.0275,82.01,0.435,271413.0,37,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Coffeeboy,0.935,0.505,0.294,0.00508,0.102,-9.553,0.0301,124.131,0.332,213845.0,24,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Isaac Hong,0.73,0.686,0.243,2.16e-05,0.108,-9.173,0.0713,138.271,0.405,192335.0,26,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
GRAY,0.0219,0.658,0.742,0.00293,0.177,-7.728,0.0416,97.001,0.901,243093.0,21,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hyun shin young,0.786,0.416,0.494,0.0,0.0934,-5.767,0.0388,135.209,0.263,258787.0,19,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
GRAY,0.135,0.595,0.928,1.01e-06,0.324,-2.286,0.0555,155.997,0.563,211538.0,37,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chawoo,0.257,0.851,0.771,3.88e-06,0.0851,-1.875,0.0348,99.927,0.674,137520.0,29,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Yuzion,0.0371,0.574,0.638,0.00394,0.246,-8.244,0.0411,139.871,0.458,193714.0,29,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Moon,0.181,0.752,0.783,3.41e-05,0.0813,-5.69,0.0509,100.015,0.703,266921.0,16,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Silica Gel,0.00835,0.232,0.785,0.000336,0.381,-5.016,0.0849,92.022,0.476,263493.0,41,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
VROMANCE,0.508,0.422,0.576,0.0,0.068,-5.746,0.052,129.509,0.289,239960.0,25,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Lim Jae Hyun,0.38,0.511,0.541,0.0,0.107,-5.018,0.0343,123.797,0.174,279733.0,47,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
KOONTA,0.0666,0.616,0.93,0.0,0.389,-2.954,0.248,89.934,0.933,209560.0,18,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SINCE,0.155,0.755,0.841,0.0,0.197,-3.538,0.0722,96.957,0.38,161913.0,42,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
XODIAC,0.00835,0.758,0.681,0.0,0.207,-5.835,0.0986,96.072,0.537,197640.0,53,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Sam Ock,0.589,0.482,0.34,0.0,0.127,-9.0,0.0758,104.631,0.252,184240.0,31,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Sonnet,0.792,0.482,0.565,0.0,0.135,-4.55,0.0353,133.656,0.385,268240.0,30,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
SEVENTEEN,0.162,0.771,0.88,1.41e-06,0.167,-4.091,0.0857,137.018,0.347,200387.0,88,1,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Jay Park,0.185,0.731,0.667,0.0,0.106,-6.987,0.0596,76.026,0.739,129240.0,56,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Kim Sawol,0.859,0.282,0.443,0.639,0.186,-8.55,0.0291,86.179,0.163,207419.0,20,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Tarin,0.318,0.737,0.532,0.0,0.0901,-6.963,0.0311,109.975,0.605,158843.0,27,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Wilcox,0.732,0.492,0.497,0.0,0.156,-6.547,0.251,167.652,0.609,212347.0,22,0,0.35714285714285715,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
toasterz,0.372,0.45,0.261,2.82e-06,0.115,-6.947,0.0296,139.964,0.178,209857.0,18,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
COLL!N,0.618,0.535,0.907,0.0,0.167,-2.141,0.0603,154.067,0.565,204867.0,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Private Story,0.574,0.488,0.497,0.0,0.164,-3.809,0.0295,132.054,0.329,229053.0,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
THE PIECES,0.963,0.523,0.121,0.72,0.0971,-18.55,0.082,138.553,0.245,229500.0,14,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
LEVENUE,0.246,0.79,0.698,0.0,0.292,-5.109,0.0379,116.015,0.777,144080.0,20,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Churry,0.0958,0.88,0.69,0.0,0.0684,-4.283,0.0611,90.033,0.899,128000.0,19,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Yohan.D,0.238,0.668,0.751,0.000113,0.418,-4.296,0.11,89.9,0.587,151947.0,18,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Yeona,0.181,0.841,0.358,2.17e-06,0.101,-8.407,0.0689,89.971,0.172,231450.0,17,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Lucia,0.734,0.274,0.41,0.0,0.213,-6.652,0.038,83.702,0.202,280253.0,22,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BLITZERS,0.0501,0.854,0.868,1.86e-05,0.0723,-2.307,0.0552,107.99,0.594,189480.0,60,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
meenoi,0.64,0.786,0.673,0.0,0.114,-5.191,0.272,140.134,0.729,195536.0,46,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MILLIC,0.642,0.645,0.302,0.000975,0.0985,-8.38,0.0424,135.035,0.0435,188718.0,37,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DKZ,0.263,0.381,0.861,0.0,0.105,-5.122,0.165,194.262,0.464,210500.0,39,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Kevin Oh,0.849,0.367,0.296,0.00387,0.143,-12.153,0.0331,77.978,0.269,194625.0,33,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jae Ryung,0.708,0.623,0.465,0.0,0.181,-5.652,0.0982,134.925,0.3,183329.0,21,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OMEGA X,0.162,0.593,0.776,0.0,0.0693,-4.019,0.0458,90.025,0.427,231640.0,44,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
UV,0.01,0.766,0.922,0.0,0.0495,-2.645,0.0573,120.045,0.893,240500.0,19,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
BUMJIN,0.457,0.827,0.572,7.11e-06,0.0744,-4.201,0.0441,93.008,0.458,215347.0,18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
SUNGHWI,0.113,0.629,0.605,5.38e-06,0.0759,-5.801,0.0341,91.029,0.641,199451.0,16,0,-0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
HAAN,0.139,0.702,0.618,0.0,0.133,-5.108,0.0272,107.975,0.549,136806.0,27,0,-0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
OH MY GIRL,0.245,0.641,0.831,0.0,0.144,-2.48,0.0459,90.046,0.737,199720.0,46,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Agust D,0.313,0.697,0.837,0.0,0.471,-2.651,0.304,85.097,0.831,168927.0,90,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Kim Tae Woo,0.404,0.806,0.468,0.0,0.096,-6.558,0.0271,108.996,0.719,275360.0,22,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
THE BOYZ,0.118,0.894,0.694,0.0,0.0599,-4.27,0.0496,119.968,0.922,157462.0,50,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MAKTUB,0.465,0.548,0.514,0.0,0.0987,-4.851,0.0314,88.053,0.251,186019.0,36,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
DAVII,0.395,0.671,0.876,0.0,0.125,-2.835,0.362,86.914,0.659,203776.0,18,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
NavyQuokka,0.464,0.673,0.516,0.0,0.0823,-5.17,0.0352,85.033,0.696,209960.0,30,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
YEWON,0.587,0.425,0.411,0.0,0.287,-6.335,0.0337,123.253,0.348,220537.0,16,0,-0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Park Sihwan,0.484,0.586,0.611,0.0,0.0702,-4.974,0.0286,82.04,0.442,245293.0,25,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Cha ga eul,0.552,0.564,0.563,0.0,0.244,-5.884,0.0493,131.881,0.257,201049.0,26,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
saevom,0.873,0.527,0.265,0.0,0.144,-8.573,0.0355,134.873,0.395,198088.0,22,0,-0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Stray,0.884,0.437,0.335,0.0,0.144,-4.99,0.0321,131.618,0.347,211387.0,31,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
blienty,0.0176,0.51,0.846,3.02e-06,0.191,-5.517,0.0345,118.949,0.463,163163.0,40,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Odett,0.385,0.811,0.541,0.0,0.321,-6.731,0.173,97.134,0.493,195307.0,40,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
성유진,0.318,0.467,0.497,0.0,0.116,-4.343,0.0284,135.45,0.411,241507.0,24,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Collective Arts,0.878,0.611,0.14,5.47e-06,0.109,-10.039,0.0328,131.878,0.157,276636.0,17,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LUDA,0.533,0.521,0.706,9.82e-05,0.119,-6.272,0.0327,80.098,0.399,224916.0,23,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Hwang Woo Lim,0.548,0.405,0.315,0.0,0.106,-6.507,0.029,139.618,0.136,236960.0,18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
U-Rim,0.641,0.532,0.588,0.0,0.369,-4.737,0.0666,76.653,0.689,209933.0,18,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sondia,0.241,0.715,0.919,0.0,0.085,-2.004,0.0567,139.071,0.962,163213.0,46,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KANGTA,0.769,0.537,0.355,0.0,0.0926,-6.514,0.0302,81.943,0.329,222147.0,28,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1DAY,0.305,0.71,0.735,0.0,0.132,-5.676,0.208,163.033,0.819,166576.0,24,0,-0.30000000000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
League of Legends,0.0528,0.459,0.887,0.0,0.0945,-3.424,0.275,136.268,0.247,181471.0,59,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
JEON CHUL MIN,0.762,0.421,0.482,0.0,0.156,-3.793,0.0314,132.321,0.316,206245.0,14,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Luci Gang,0.0249,0.927,0.755,0.0,0.0673,-4.031,0.073,109.963,0.775,168000.0,17,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sook Haeng,0.372,0.721,0.71,0.0,0.23,-5.73,0.0629,125.016,0.508,203840.0,13,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
New Hope Club,0.208,0.648,0.735,0.0,0.343,-3.468,0.146,89.76,0.858,167547.0,57,1,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ROH YUNHA,0.0128,0.91,0.732,4.68e-06,0.1,-4.183,0.22,130.029,0.646,188107.0,38,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BANGJA,0.311,0.489,0.81,1.69e-05,0.126,-4.974,0.0833,172.045,0.873,142565.0,25,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Sang hyun,0.211,0.536,0.451,0.0,0.0753,-10.697,0.18,79.204,0.158,216266.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
TANAKA,0.652,0.485,0.402,0.0,0.123,-5.425,0.0258,75.83,0.142,252053.0,23,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
MIND U,0.424,0.677,0.444,0.0,0.161,-6.631,0.0293,90.804,0.603,238147.0,18,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
VANNER,0.0156,0.712,0.809,0.0,0.244,-4.61,0.211,106.996,0.698,210173.0,40,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
BOYS PLANET,0.085,0.771,0.882,0.0,0.318,-1.837,0.074,120.995,0.871,203253.0,73,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Parc Jae Jung,0.74,0.49,0.489,0.0,0.169,-5.091,0.0271,135.868,0.218,243853.0,45,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HANRORO,0.283,0.38,0.678,3.99e-06,0.133,-4.937,0.0327,161.714,0.114,272000.0,33,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Ryu Su Jeong,0.611,0.703,0.54,7.62e-05,0.114,-6.526,0.153,110.879,0.341,153147.0,31,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
GIUK,0.0107,0.531,0.932,0.0,0.135,-3.164,0.088,159.889,0.523,197960.0,39,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LEE GI KWANG,0.0112,0.716,0.876,0.000144,0.231,-3.538,0.0431,109.927,0.613,183187.0,51,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Yeoeun,0.871,0.402,0.551,0.0,0.137,-5.022,0.0301,131.784,0.212,225280.0,18,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
pigfrog,0.235,0.663,0.61,0.749,0.125,-8.054,0.0352,84.008,0.645,197321.0,25,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
wave to earth,0.75,0.553,0.466,0.000664,0.111,-8.452,0.0288,158.037,0.377,248746.0,62,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ACOURVE,0.683,0.356,0.557,0.0,0.144,-4.928,0.0303,151.8,0.286,198417.0,25,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Sojeong,0.26,0.672,0.572,0.0,0.177,-6.187,0.0304,99.966,0.18,233125.0,44,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Taylor,0.532,0.608,0.878,0.0,0.373,-0.929,0.0542,105.96,0.812,163014.0,17,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
UNDER SEONGSU BRIDGE,0.0158,0.63,0.508,0.0,0.112,-5.619,0.318,125.11,0.244,181061.0,25,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
